id,postal,crowd
1,544965,27.60
2,467352,17.83
3,678295,28.75
4,538776,51.75
5,129880,31.63
6,119963,17.25
7,237994,12.65
8,556083,34.50
9,048980,14.95
10,556694,11.50
11,238872,14.95
12,159682,18.40
13,689687,39.87
14,379131,14.57
15,519498,21.08
16,560629,36.80
17,649882,24.15
18,650153,34.50
19,670260,11.50
20,270043,32.20
21,757632,14.95
22,528833,10.93
23,797650,23.00
24,678278,21.85
25,609646,28.75
26,640501,34.50
27,730676,28.75
28,400301,18.40
29,640960,34.50
30,358361,24.15
31,550254,32.20
32,521201,34.50
33,529684,44.85
34,082001,29.90
35,310107,18.40
36,730303,34.50
37,680624,13.80
38,760926,62.10
39,760290,44.85
40,677738,40.25
41,544583,28.75
42,618495,23.00
43,529705,25.30
44,569734,24.73
45,319194,24.73
46,327737,36.23
47,609958,19.55
