id,postal,crowd
1,544965,24.92
2,467352,68.43
3,678295,28.75
4,538776,57.12
5,129880,45.43
6,119963,25.30
7,237994,14.95
8,556083,23.00
9,048980,11.50
10,556694,6.90
11,238872,9.20
12,159682,43.70
13,689687,25.68
14,379131,16.87
15,519498,28.75
16,560629,54.05
17,649882,28.75
18,650153,51.75
19,670260,25.30
20,270043,39.10
21,757632,35.65
22,528833,32.78
23,797650,40.25
24,678278,25.30
25,609646,28.75
26,640501,55.20
27,730676,44.85
28,400301,32.20
29,640960,40.25
30,358361,48.30
31,550254,36.80
32,521201,17.25
33,529684,36.80
34,082001,35.65
35,310107,1.15
36,730303,57.50
37,680624,30.48
38,760926,63.25
39,760290,50.60
40,677738,25.30
41,544583,48.88
42,618495,23.58
43,529705,37.38
44,569734,34.50
45,319194,28.75
46,327737,31.05
47,609958,27.60
