id,postal,crowd
1,544965,2.68
2,467352,17.83
3,678295,1.15
4,538776,3.07
5,129880,14.38
6,119963,5.75
7,237994,0.00
8,556083,25.30
9,048980,8.05
10,556694,17.25
11,238872,9.20
12,159682,4.03
13,689687,4.22
14,379131,13.42
15,519498,0.77
16,560629,11.50
17,649882,1.15
18,650153,10.35
19,670260,4.60
20,270043,13.80
21,757632,13.80
22,528833,9.78
23,797650,0.00
24,678278,1.15
25,609646,13.80
26,640501,6.90
27,730676,23.00
28,400301,23.00
29,640960,6.90
30,358361,20.70
31,550254,37.95
32,521201,5.75
33,529684,17.25
34,082001,23.00
35,310107,1.15
36,730303,13.80
37,680624,6.90
38,760926,27.60
39,760290,20.70
40,677738,0.00
41,544583,1.73
42,618495,1.73
43,529705,6.33
44,569734,14.38
45,319194,2.88
46,327737,4.03
47,609958,4.03
