id,postal,crowd
1,544965,6.90
2,467352,3.45
3,678295,0.58
4,538776,8.82
5,129880,54.63
6,119963,5.75
7,237994,2.30
8,556083,20.70
9,048980,0.00
10,556694,10.35
11,238872,3.45
12,159682,5.18
13,689687,5.75
14,379131,3.83
15,519498,5.37
16,560629,32.20
17,649882,2.30
18,650153,13.80
19,670260,3.45
20,270043,13.80
21,757632,3.45
22,528833,12.08
23,797650,0.00
24,678278,0.00
25,609646,16.10
26,640501,17.25
27,730676,12.65
28,400301,20.70
29,640960,6.90
30,358361,6.90
31,550254,31.05
32,521201,14.95
33,529684,50.00
34,082001,13.80
35,310107,4.60
36,730303,13.80
37,680624,8.05
38,760926,21.85
39,760290,28.75
40,677738,2.30
41,544583,0.00
42,618495,45.43
43,529705,5.75
44,569734,44.85
45,319194,50.00
46,327737,0.00
47,609958,24.73
