id,postal,crowd
1,544965,3.45
2,467352,37.38
3,678295,1.15
4,538776,11.50
5,129880,31.63
6,119963,0.00
7,237994,9.20
8,556083,28.75
9,048980,0.00
10,556694,4.60
11,238872,13.80
12,159682,2.88
13,689687,9.20
14,379131,11.12
15,519498,3.83
16,560629,11.50
17,649882,2.30
18,650153,16.10
19,670260,9.20
20,270043,11.50
21,757632,14.95
22,528833,21.85
23,797650,4.60
24,678278,8.05
25,609646,17.25
26,640501,9.20
27,730676,36.23
28,400301,25.30
29,640960,5.75
30,358361,10.35
31,550254,35.65
32,521201,23.00
33,529684,20.70
34,082001,17.25
35,310107,8.05
36,730303,10.35
37,680624,9.20
38,760926,46.00
39,760290,34.50
40,677738,0.00
41,544583,7.48
42,618495,2.30
43,529705,15.53
44,569734,11.50
45,319194,5.75
46,327737,0.00
47,609958,13.80
