id,postal,crowd
1,544965,6.13
2,467352,6.90
3,678295,45.43
4,538776,13.03
5,129880,8.63
6,119963,5.75
7,237994,17.25
8,556083,9.20
9,048980,6.90
10,556694,2.30
11,238872,26.45
12,159682,2.88
13,689687,27.98
14,379131,5.75
15,519498,29.13
16,560629,14.95
17,649882,6.90
18,650153,24.15
19,670260,40.25
20,270043,2.30
21,757632,2.30
22,528833,14.95
23,797650,29.90
24,678278,8.05
25,609646,11.50
26,640501,10.35
27,730676,18.98
28,400301,4.60
29,640960,5.75
30,358361,1.15
31,550254,0.00
32,521201,51.75
33,529684,51.75
34,082001,25.30
35,310107,0.00
36,730303,4.60
37,680624,17.25
38,760926,3.45
39,760290,1.15
40,677738,25.30
41,544583,34.50
42,618495,9.78
43,529705,32.20
44,569734,8.63
45,319194,34.50
46,327737,38.53
47,609958,3.45
