id,postal,crowd
1,544965,24.15
2,467352,2.30
3,678295,17.25
4,538776,10.35
5,129880,3.45
6,119963,18.40
7,237994,21.85
8,556083,14.95
9,048980,9.20
10,556694,2.30
11,238872,20.70
12,159682,14.38
13,689687,30.67
14,379131,2.68
15,519498,24.92
16,560629,18.40
17,649882,3.45
18,650153,28.75
19,670260,6.90
20,270043,6.90
21,757632,2.30
22,528833,6.90
23,797650,32.20
24,678278,18.40
25,609646,13.80
26,640501,9.20
27,730676,12.08
28,400301,16.10
29,640960,32.20
30,358361,2.30
31,550254,6.90
32,521201,17.25
33,529684,23.00
34,082001,51.75
35,310107,0.00
36,730303,2.30
37,680624,29.90
38,760926,3.45
39,760290,2.30
40,677738,2.30
41,544583,37.38
42,618495,6.33
43,529705,10.35
44,569734,1.15
45,319194,7.48
46,327737,12.65
47,609958,4.60
