id,postal,crowd
1,544965,23.00
2,467352,20.13
3,678295,13.23
4,538776,23.77
5,129880,28.75
6,119963,6.90
7,237994,10.35
8,556083,9.20
9,048980,1.15
10,556694,4.60
11,238872,5.75
12,159682,16.10
13,689687,19.17
14,379131,9.58
15,519498,7.28
16,560629,29.90
17,649882,24.15
18,650153,23.00
19,670260,12.65
20,270043,9.20
21,757632,18.40
22,528833,11.50
23,797650,29.90
24,678278,19.55
25,609646,13.80
26,640501,34.50
27,730676,18.98
28,400301,23.00
29,640960,28.75
30,358361,21.85
31,550254,29.90
32,521201,18.40
33,529684,26.45
34,082001,17.25
35,310107,4.60
36,730303,23.00
37,680624,14.95
38,760926,35.65
39,760290,43.70
40,677738,33.35
41,544583,19.55
42,618495,24.15
43,529705,17.25
44,569734,11.50
45,319194,12.65
46,327737,14.95
47,609958,16.10
