id,postal,crowd
1,544965,21.85
2,467352,2.88
3,678295,14.38
4,538776,19.17
5,129880,3.45
6,119963,21.85
7,237994,12.65
8,556083,0.00
9,048980,12.65
10,556694,1.15
11,238872,16.10
12,159682,50.00
13,689687,37.57
14,379131,1.92
15,519498,25.68
16,560629,8.05
17,649882,19.55
18,650153,34.50
19,670260,3.45
20,270043,50.00
21,757632,3.45
22,528833,8.63
23,797650,73.60
24,678278,50.00
25,609646,13.80
26,640501,16.10
27,730676,9.78
28,400301,11.50
29,640960,50.00
30,358361,0.00
31,550254,9.20
32,521201,18.40
33,529684,29.90
34,082001,43.70
35,310107,0.00
36,730303,50.00
37,680624,23.00
38,760926,5.75
39,760290,4.60
40,677738,50.00
41,544583,47.73
42,618495,8.05
43,529705,12.65
44,569734,6.33
45,319194,0.00
46,327737,2.88
47,609958,2.30
