id,postal,crowd
1,544965,3.83
2,467352,31.05
3,678295,1.73
4,538776,2.68
5,129880,5.75
6,119963,4.60
7,237994,9.20
8,556083,28.75
9,048980,9.20
10,556694,3.45
11,238872,6.90
12,159682,0.00
13,689687,2.68
14,379131,8.05
15,519498,3.83
16,560629,10.35
17,649882,5.75
18,650153,11.50
19,670260,10.35
20,270043,6.90
21,757632,11.50
22,528833,20.13
23,797650,21.85
24,678278,12.65
25,609646,1.15
26,640501,3.45
27,730676,20.13
28,400301,17.25
29,640960,2.30
30,358361,23.00
31,550254,9.20
32,521201,28.75
33,529684,25.30
34,082001,11.50
35,310107,9.20
36,730303,26.45
37,680624,13.80
38,760926,40.25
39,760290,32.20
40,677738,9.20
41,544583,3.45
42,618495,1.15
43,529705,16.10
44,569734,1.73
45,319194,5.75
46,327737,2.30
47,609958,5.75
