id,postal,crowd
1,544965,25.30
2,467352,69.58
3,678295,23.00
4,538776,54.43
5,129880,41.98
6,119963,18.40
7,237994,23.00
8,556083,17.25
9,048980,18.40
10,556694,5.75
11,238872,3.45
12,159682,40.83
13,689687,39.10
14,379131,12.65
15,519498,14.18
16,560629,42.55
17,649882,36.80
18,650153,51.75
19,670260,24.15
20,270043,48.30
21,757632,24.15
22,528833,24.73
23,797650,23.00
24,678278,26.45
25,609646,3.45
26,640501,51.75
27,730676,28.75
28,400301,21.85
29,640960,27.60
30,358361,36.80
31,550254,47.15
32,521201,17.25
33,529684,42.55
34,082001,29.90
35,310107,3.45
36,730303,41.40
37,680624,32.78
38,760926,46.00
39,760290,54.05
40,677738,12.65
41,544583,47.15
42,618495,26.45
43,529705,29.33
44,569734,29.33
45,319194,23.00
46,327737,27.60
47,609958,23.00
