id,postal,crowd
1,544965,1000.00
2,467352,1000.00
3,678295,1000.00
4,538776,1000.00
5,129880,1000.00
6,119963,1000.00
7,237994,1000.00
8,556083,1000.00
9,048980,1000.00
10,556694,1000.00
11,238872,1000.00
12,159682,1000.00
13,689687,1000.00
14,379131,1000.00
15,519498,1000.00
16,560629,1000.00
17,649882,1000.00
18,650153,1000.00
19,670260,1000.00
20,270043,1000.00
21,757632,1000.00
22,528833,1000.00
23,797650,1000.00
24,678278,1000.00
25,609646,1000.00
26,640501,1000.00
27,730676,1000.00
28,400301,1000.00
29,640960,1000.00
30,358361,1000.00
31,550254,1000.00
32,521201,1000.00
33,529684,1000.00
34,082001,1000.00
35,310107,1000.00
36,730303,1000.00
37,680624,1000.00
38,760926,1000.00
39,760290,1000.00
40,677738,1000.00
41,544583,1000.00
42,618495,1000.00
43,529705,1000.00
44,569734,1000.00
45,319194,1000.00
46,327737,1000.00
47,609958,1000.00
