id,postal,crowd
1,544965,12.27
2,467352,52.33
3,678295,12.08
4,538776,11.50
5,129880,8.63
6,119963,19.55
7,237994,13.80
8,556083,24.15
9,048980,19.55
10,556694,5.75
11,238872,3.45
12,159682,9.20
13,689687,14.18
14,379131,14.57
15,519498,14.57
16,560629,19.55
17,649882,20.70
18,650153,29.90
19,670260,26.45
20,270043,32.20
21,757632,11.50
22,528833,28.75
23,797650,24.15
24,678278,18.40
25,609646,20.70
26,640501,13.80
27,730676,27.60
28,400301,11.50
29,640960,17.25
30,358361,26.45
31,550254,8.05
32,521201,50.00
33,529684,28.75
34,082001,37.95
35,310107,4.60
36,730303,28.75
37,680624,11.50
38,760926,44.85
39,760290,27.60
40,677738,23.00
41,544583,14.38
42,618495,7.48
43,529705,18.40
44,569734,4.03
45,319194,17.25
46,327737,15.53
47,609958,2.30
