id,postal,crowd
1,544965,29.13
2,467352,50.00
3,678295,28.75
4,538776,52.52
5,129880,46.00
6,119963,20.70
7,237994,11.50
8,556083,25.30
9,048980,14.95
10,556694,9.20
11,238872,13.80
12,159682,23.58
13,689687,33.73
14,379131,13.42
15,519498,23.00
16,560629,50.00
17,649882,29.90
18,650153,54.05
19,670260,36.80
20,270043,50.00
21,757632,24.15
22,528833,17.25
23,797650,29.90
24,678278,17.25
25,609646,32.20
26,640501,59.80
27,730676,32.78
28,400301,23.00
29,640960,40.25
30,358361,50.00
31,550254,42.55
32,521201,50.00
33,529684,16.10
34,082001,35.65
35,310107,14.95
36,730303,57.50
37,680624,24.73
38,760926,50.00
39,760290,55.20
40,677738,36.80
41,544583,37.38
42,618495,29.90
43,529705,18.98
44,569734,36.23
45,319194,24.73
46,327737,45.43
47,609958,27.60
