id,postal,crowd
1,544965,3.83
2,467352,28.18
3,678295,1.15
4,538776,4.98
5,129880,2.88
6,119963,6.90
7,237994,0.00
8,556083,14.95
9,048980,12.65
10,556694,4.60
11,238872,21.85
12,159682,5.18
13,689687,0.77
14,379131,13.03
15,519498,0.77
16,560629,11.50
17,649882,17.25
18,650153,17.25
19,670260,5.75
20,270043,8.05
21,757632,12.65
22,528833,20.70
23,797650,3.45
24,678278,1.15
25,609646,5.75
26,640501,9.20
27,730676,23.00
28,400301,18.40
29,640960,8.05
30,358361,28.75
31,550254,4.60
32,521201,8.05
33,529684,29.90
34,082001,17.25
35,310107,8.05
36,730303,23.00
37,680624,6.90
38,760926,57.50
39,760290,41.40
40,677738,0.00
41,544583,2.88
42,618495,1.15
43,529705,17.25
44,569734,50.00
45,319194,8.63
46,327737,5.18
47,609958,0.58
