id,postal,crowd
1,544965,33.35
2,467352,74.75
3,678295,28.75
4,538776,69.77
5,129880,46.00
6,119963,23.00
7,237994,23.00
8,556083,52.90
9,048980,17.25
10,556694,11.50
11,238872,14.95
12,159682,49.45
13,689687,61.72
14,379131,23.77
15,519498,32.58
16,560629,59.80
17,649882,49.45
18,650153,65.55
19,670260,36.80
20,270043,51.75
21,757632,31.05
22,528833,35.65
23,797650,40.25
24,678278,40.25
25,609646,40.25
26,640501,63.25
27,730676,40.25
28,400301,34.50
29,640960,39.10
30,358361,64.40
31,550254,54.05
32,521201,57.50
33,529684,48.30
34,082001,51.75
35,310107,18.40
36,730303,69.00
37,680624,42.55
38,760926,119.60
39,760290,62.10
40,677738,51.75
41,544583,74.75
42,618495,37.95
43,529705,43.70
44,569734,54.63
45,319194,23.00
46,327737,20.70
47,609958,28.18
