id,postal,crowd
1,544965,1.92
2,467352,10.93
3,678295,12.08
4,538776,5.75
5,129880,0.00
6,119963,1.15
7,237994,11.50
8,556083,1.15
9,048980,0.00
10,556694,9.20
11,238872,16.10
12,159682,5.75
13,689687,8.82
14,379131,1.92
15,519498,21.08
16,560629,9.20
17,649882,1.15
18,650153,23.00
19,670260,25.30
20,270043,3.45
21,757632,10.35
22,528833,24.15
23,797650,11.50
24,678278,13.80
25,609646,1.15
26,640501,5.75
27,730676,14.38
28,400301,1.15
29,640960,6.90
30,358361,29.90
31,550254,5.75
32,521201,36.80
33,529684,57.50
34,082001,9.20
35,310107,17.25
36,730303,31.05
37,680624,13.23
38,760926,1.15
39,760290,0.00
40,677738,36.80
41,544583,3.45
42,618495,4.03
43,529705,24.15
44,569734,4.60
45,319194,18.40
46,327737,18.98
47,609958,0.00
