id,postal,crowd
1,544965,9.20
2,467352,11.50
3,678295,27.60
4,538776,6.90
5,129880,10.93
6,119963,2.30
7,237994,9.20
8,556083,1.15
9,048980,3.45
10,556694,5.75
11,238872,1.15
12,159682,2.88
13,689687,12.27
14,379131,13.42
15,519498,10.73
16,560629,9.20
17,649882,3.45
18,650153,29.90
19,670260,55.20
20,270043,0.00
21,757632,2.30
22,528833,30.48
23,797650,8.05
24,678278,8.05
25,609646,4.60
26,640501,9.20
27,730676,30.48
28,400301,0.00
29,640960,11.50
30,358361,29.90
31,550254,1.15
32,521201,50.60
33,529684,32.20
34,082001,18.40
35,310107,6.90
36,730303,37.95
37,680624,21.85
38,760926,5.75
39,760290,1.15
40,677738,40.25
41,544583,18.40
42,618495,3.45
43,529705,39.68
44,569734,4.60
45,319194,30.48
46,327737,28.18
47,609958,5.75
