id,postal,crowd
1,544965,2.68
2,467352,6.33
3,678295,1.15
4,538776,23.38
5,129880,50.03
6,119963,4.60
7,237994,2.30
8,556083,26.45
9,048980,3.45
10,556694,5.75
11,238872,2.30
12,159682,4.60
13,689687,4.98
14,379131,3.07
15,519498,1.92
16,560629,48.30
17,649882,1.15
18,650153,1.15
19,670260,6.90
20,270043,28.75
21,757632,13.80
22,528833,10.35
23,797650,0.00
24,678278,4.60
25,609646,27.60
26,640501,28.75
27,730676,16.10
28,400301,14.95
29,640960,10.35
30,358361,3.45
31,550254,36.80
32,521201,11.50
33,529684,20.70
34,082001,11.50
35,310107,0.00
36,730303,12.65
37,680624,11.50
38,760926,34.50
39,760290,14.95
40,677738,50.00
41,544583,7.48
42,618495,28.75
43,529705,50.00
44,569734,31.63
45,319194,3.45
46,327737,1.73
47,609958,12.08
