id,postal,crowd
1,544965,19.55
2,467352,2.88
3,678295,18.40
4,538776,18.40
5,129880,2.88
6,119963,17.25
7,237994,16.10
8,556083,13.80
9,048980,20.70
10,556694,1.15
11,238872,13.80
12,159682,11.50
13,689687,28.75
14,379131,3.83
15,519498,21.08
16,560629,13.80
17,649882,9.20
18,650153,34.50
19,670260,9.20
20,270043,13.80
21,757632,0.00
22,528833,5.75
23,797650,94.30
24,678278,18.40
25,609646,5.75
26,640501,11.50
27,730676,7.48
28,400301,4.60
29,640960,39.10
30,358361,3.45
31,550254,6.90
32,521201,0.00
33,529684,23.00
34,082001,40.25
35,310107,0.00
36,730303,4.60
37,680624,30.48
38,760926,18.40
39,760290,0.00
40,677738,2.30
41,544583,35.65
42,618495,6.33
43,529705,4.03
44,569734,0.00
45,319194,9.20
46,327737,0.00
47,609958,2.88
