id,postal,crowd
1,544965,50.00
2,467352,29.90
3,678295,2.30
4,538776,6.13
5,129880,0.00
6,119963,4.60
7,237994,50.00
8,556083,50.00
9,048980,0.00
10,556694,1.15
11,238872,9.20
12,159682,50.00
13,689687,8.05
14,379131,50.00
15,519498,50.00
16,560629,12.65
17,649882,3.45
18,650153,11.50
19,670260,11.50
20,270043,50.00
21,757632,11.50
22,528833,23.00
23,797650,50.00
24,678278,17.25
25,609646,12.65
26,640501,29.90
27,730676,24.15
28,400301,28.75
29,640960,50.00
30,358361,24.15
31,550254,50.00
32,521201,50.00
33,529684,39.10
34,082001,18.40
35,310107,5.75
36,730303,20.70
37,680624,12.08
38,760926,43.70
39,760290,40.25
40,677738,10.35
41,544583,3.45
42,618495,2.88
43,529705,18.40
44,569734,1.15
45,319194,50.00
46,327737,2.30
47,609958,50.00
