id,postal,crowd
1,544965,29.13
2,467352,0.58
3,678295,14.38
4,538776,15.72
5,129880,5.18
6,119963,12.65
7,237994,14.95
8,556083,6.90
9,048980,18.40
10,556694,2.30
11,238872,13.80
12,159682,10.35
13,689687,32.58
14,379131,3.83
15,519498,25.30
16,560629,11.50
17,649882,20.70
18,650153,46.00
19,670260,0.00
20,270043,10.35
21,757632,2.30
22,528833,6.90
23,797650,59.80
24,678278,17.25
25,609646,8.05
26,640501,10.35
27,730676,6.90
28,400301,18.40
29,640960,27.60
30,358361,0.00
31,550254,10.35
32,521201,23.00
33,529684,29.90
34,082001,43.70
35,310107,0.00
36,730303,0.00
37,680624,32.20
38,760926,3.45
39,760290,0.00
40,677738,4.60
41,544583,46.00
42,618495,8.63
43,529705,0.00
44,569734,0.58
45,319194,8.05
46,327737,1.73
47,609958,4.03
