id,postal,crowd
1,544965,5.37
2,467352,43.13
3,678295,6.33
4,538776,3.83
5,129880,3.45
6,119963,9.20
7,237994,1.15
8,556083,17.25
9,048980,8.05
10,556694,1.15
11,238872,4.60
12,159682,2.30
13,689687,4.60
14,379131,7.67
15,519498,1.92
16,560629,9.20
17,649882,2.30
18,650153,19.55
19,670260,3.45
20,270043,8.05
21,757632,4.60
22,528833,28.18
23,797650,2.30
24,678278,5.75
25,609646,6.90
26,640501,8.05
27,730676,23.58
28,400301,17.25
29,640960,4.60
30,358361,28.75
31,550254,5.75
32,521201,11.50
33,529684,21.85
34,082001,24.15
35,310107,8.05
36,730303,13.80
37,680624,9.20
38,760926,34.50
39,760290,32.20
40,677738,4.60
41,544583,0.00
42,618495,1.73
43,529705,17.83
44,569734,3.45
45,319194,11.50
46,327737,6.90
47,609958,2.30
