id,postal,crowd
1,544965,20.32
2,467352,3.45
3,678295,33.35
4,538776,10.73
5,129880,6.33
6,119963,4.60
7,237994,19.55
8,556083,1.15
9,048980,8.05
10,556694,2.30
11,238872,17.25
12,159682,3.45
13,689687,30.28
14,379131,1.92
15,519498,24.53
16,560629,13.80
17,649882,9.20
18,650153,20.70
19,670260,34.50
20,270043,6.90
21,757632,6.90
22,528833,18.40
23,797650,24.15
24,678278,13.80
25,609646,11.50
26,640501,6.90
27,730676,0.00
28,400301,4.60
29,640960,13.80
30,358361,0.00
31,550254,12.65
32,521201,47.15
33,529684,52.90
34,082001,31.05
35,310107,0.00
36,730303,28.75
37,680624,29.33
38,760926,4.60
39,760290,3.45
40,677738,18.40
41,544583,33.35
42,618495,9.20
43,529705,39.10
44,569734,4.03
45,319194,37.95
46,327737,39.10
47,609958,1.15
