id,postal,crowd
1,544965,18.02
2,467352,3.45
3,678295,7.48
4,538776,6.13
5,129880,0.00
6,119963,11.50
7,237994,18.40
8,556083,9.20
9,048980,2.30
10,556694,0.00
11,238872,0.00
12,159682,1.73
13,689687,20.32
14,379131,0.77
15,519498,23.00
16,560629,0.00
17,649882,2.30
18,650153,23.00
19,670260,0.00
20,270043,0.00
21,757632,0.00
22,528833,4.03
23,797650,20.70
24,678278,10.35
25,609646,9.20
26,640501,9.20
27,730676,4.60
28,400301,1.15
29,640960,18.40
30,358361,2.30
31,550254,0.00
32,521201,8.05
33,529684,13.80
34,082001,28.75
35,310107,2.30
36,730303,2.30
37,680624,16.68
38,760926,9.20
39,760290,0.00
40,677738,1.15
41,544583,28.18
42,618495,2.30
43,529705,3.45
44,569734,1.73
45,319194,0.00
46,327737,0.00
47,609958,0.58
