id,postal,crowd
1,544965,27.60
2,467352,2.88
3,678295,0.00
4,538776,16.10
5,129880,5.18
6,119963,9.20
7,237994,1.15
8,556083,12.65
9,048980,8.05
10,556694,2.30
11,238872,0.00
12,159682,6.90
13,689687,18.40
14,379131,1.15
15,519498,14.95
16,560629,26.45
17,649882,17.25
18,650153,34.50
19,670260,1.15
20,270043,17.25
21,757632,0.00
22,528833,5.75
23,797650,31.05
24,678278,0.00
25,609646,1.15
26,640501,17.25
27,730676,8.05
28,400301,2.30
29,640960,20.70
30,358361,1.15
31,550254,2.30
32,521201,0.00
33,529684,1.15
34,082001,20.70
35,310107,0.00
36,730303,2.30
37,680624,4.03
38,760926,17.25
39,760290,16.10
40,677738,1.15
41,544583,25.88
42,618495,3.45
43,529705,5.75
44,569734,13.23
45,319194,0.58
46,327737,0.00
47,609958,1.73
