id,postal,crowd
1,544965,16.10
2,467352,0.58
3,678295,18.98
4,538776,9.97
5,129880,4.60
6,119963,13.80
7,237994,14.95
8,556083,2.30
9,048980,4.60
10,556694,50.00
11,238872,8.05
12,159682,11.50
13,689687,18.02
14,379131,3.07
15,519498,31.82
16,560629,14.95
17,649882,11.50
18,650153,32.20
19,670260,3.45
20,270043,4.60
21,757632,0.00
22,528833,5.75
23,797650,18.40
24,678278,8.05
25,609646,3.45
26,640501,8.05
27,730676,4.60
28,400301,1.15
29,640960,26.45
30,358361,0.00
31,550254,2.30
32,521201,26.45
33,529684,14.95
34,082001,26.45
35,310107,1.15
36,730303,1.15
37,680624,18.98
38,760926,0.00
39,760290,6.90
40,677738,1.15
41,544583,58.08
42,618495,4.03
43,529705,7.48
44,569734,20.70
45,319194,4.03
46,327737,2.30
47,609958,1.15
