id,postal,crowd
1,544965,10.35
2,467352,6.33
3,678295,2.88
4,538776,29.13
5,129880,22.43
6,119963,5.75
7,237994,2.30
8,556083,19.55
9,048980,0.00
10,556694,4.60
11,238872,0.00
12,159682,17.25
13,689687,1.53
14,379131,1.92
15,519498,0.00
16,560629,36.80
17,649882,33.35
18,650153,13.80
19,670260,0.00
20,270043,33.35
21,757632,5.75
22,528833,4.60
23,797650,26.45
24,678278,0.00
25,609646,20.70
26,640501,33.35
27,730676,6.90
28,400301,3.45
29,640960,26.45
30,358361,8.05
31,550254,16.10
32,521201,0.00
33,529684,17.25
34,082001,4.60
35,310107,0.00
36,730303,8.05
37,680624,2.88
38,760926,23.00
39,760290,18.40
40,677738,0.00
41,544583,3.45
42,618495,33.35
43,529705,4.60
44,569734,31.05
45,319194,4.03
46,327737,0.58
47,609958,18.98
