id,postal,crowd
1,544965,2.68
2,467352,20.13
3,678295,1.15
4,538776,10.35
5,129880,14.38
6,119963,8.05
7,237994,0.00
8,556083,29.90
9,048980,3.45
10,556694,5.75
11,238872,2.30
12,159682,6.90
13,689687,5.37
14,379131,10.35
15,519498,4.60
16,560629,6.90
17,649882,2.30
18,650153,11.50
19,670260,1.15
20,270043,18.40
21,757632,11.50
22,528833,5.18
23,797650,2.30
24,678278,4.60
25,609646,9.20
26,640501,13.80
27,730676,25.30
28,400301,12.65
29,640960,3.45
30,358361,9.20
31,550254,37.95
32,521201,5.75
33,529684,19.55
34,082001,16.10
35,310107,2.30
36,730303,23.00
37,680624,10.93
38,760926,24.15
39,760290,14.95
40,677738,0.00
41,544583,1.15
42,618495,2.30
43,529705,8.05
44,569734,2.88
45,319194,4.03
46,327737,0.00
47,609958,3.45
