id,postal,crowd
1,544965,9.97
2,467352,8.63
3,678295,1.73
4,538776,36.03
5,129880,25.30
6,119963,1.15
7,237994,0.00
8,556083,16.10
9,048980,0.00
10,556694,2.30
11,238872,4.60
12,159682,23.00
13,689687,3.45
14,379131,3.83
15,519498,6.13
16,560629,41.40
17,649882,20.70
18,650153,14.95
19,670260,3.45
20,270043,40.25
21,757632,3.45
22,528833,9.78
23,797650,40.25
24,678278,0.00
25,609646,28.75
26,640501,34.50
27,730676,10.35
28,400301,4.60
29,640960,11.50
30,358361,6.90
31,550254,28.75
32,521201,10.35
33,529684,20.70
34,082001,13.80
35,310107,0.00
36,730303,12.65
37,680624,4.60
38,760926,14.95
39,760290,23.00
40,677738,0.00
41,544583,9.78
42,618495,32.20
43,529705,2.88
44,569734,29.33
45,319194,7.48
46,327737,1.73
47,609958,20.70
