id,postal,crowd
1,544965,16.87
2,467352,2.30
3,678295,20.13
4,538776,11.88
5,129880,4.60
6,119963,17.25
7,237994,8.05
8,556083,8.05
9,048980,8.05
10,556694,0.00
11,238872,16.10
12,159682,2.88
13,689687,27.98
14,379131,0.38
15,519498,27.98
16,560629,12.65
17,649882,8.05
18,650153,29.90
19,670260,40.25
20,270043,11.50
21,757632,2.30
22,528833,17.25
23,797650,35.65
24,678278,9.20
25,609646,0.00
26,640501,13.80
27,730676,12.65
28,400301,0.00
29,640960,20.70
30,358361,1.15
31,550254,8.05
32,521201,62.10
33,529684,48.30
34,082001,40.25
35,310107,0.00
36,730303,28.75
37,680624,23.58
38,760926,3.45
39,760290,2.30
40,677738,23.00
41,544583,27.60
42,618495,12.65
43,529705,32.78
44,569734,1.15
45,319194,0.00
46,327737,49.45
47,609958,5.75
