id,postal,crowd
1,544965,21.85
2,467352,25.88
3,678295,10.35
4,538776,32.58
5,129880,46.00
6,119963,6.90
7,237994,6.90
8,556083,19.55
9,048980,1.15
10,556694,4.60
11,238872,1.15
12,159682,8.05
13,689687,21.85
14,379131,19.93
15,519498,9.97
16,560629,43.70
17,649882,51.75
18,650153,40.25
19,670260,14.95
20,270043,50.00
21,757632,17.25
22,528833,17.83
23,797650,49.45
24,678278,11.50
25,609646,20.70
26,640501,40.25
27,730676,36.23
28,400301,28.75
29,640960,36.80
30,358361,41.40
31,550254,29.90
32,521201,14.95
33,529684,28.75
34,082001,17.25
35,310107,11.50
36,730303,25.30
37,680624,16.10
38,760926,50.00
39,760290,46.00
40,677738,31.05
41,544583,21.85
42,618495,32.78
43,529705,50.00
44,569734,25.88
45,319194,17.25
46,327737,13.80
47,609958,23.58
