id,postal,crowd
1,544965,13.80
2,467352,0.00
3,678295,24.15
4,538776,10.73
5,129880,1.15
6,119963,6.90
7,237994,10.35
8,556083,5.75
9,048980,8.05
10,556694,1.15
11,238872,8.05
12,159682,5.75
13,689687,13.03
14,379131,1.92
15,519498,23.38
16,560629,12.65
17,649882,2.30
18,650153,4.60
19,670260,36.80
20,270043,4.60
21,757632,1.15
22,528833,14.38
23,797650,13.80
24,678278,10.35
25,609646,3.45
26,640501,6.90
27,730676,0.00
28,400301,2.30
29,640960,10.35
30,358361,1.15
31,550254,0.00
32,521201,51.75
33,529684,43.70
34,082001,32.20
35,310107,4.60
36,730303,13.80
37,680624,26.45
38,760926,4.60
39,760290,1.15
40,677738,27.60
41,544583,23.58
42,618495,6.90
43,529705,27.60
44,569734,0.00
45,319194,27.60
46,327737,24.15
47,609958,4.03
