id,postal,crowd
1,544965,0.38
2,467352,5.75
3,678295,1.15
4,538776,31.82
5,129880,40.25
6,119963,17.25
7,237994,0.00
8,556083,18.40
9,048980,0.00
10,556694,8.05
11,238872,1.15
12,159682,17.25
13,689687,4.98
14,379131,5.75
15,519498,0.77
16,560629,34.50
17,649882,25.30
18,650153,23.00
19,670260,1.15
20,270043,34.50
21,757632,6.90
22,528833,8.05
23,797650,48.30
24,678278,0.00
25,609646,27.60
26,640501,20.70
27,730676,8.05
28,400301,9.20
29,640960,16.10
30,358361,21.85
31,550254,17.25
32,521201,8.05
33,529684,14.95
34,082001,20.70
35,310107,0.00
36,730303,0.00
37,680624,1.73
38,760926,31.05
39,760290,8.05
40,677738,4.60
41,544583,2.88
42,618495,27.60
43,529705,2.30
44,569734,21.28
45,319194,4.03
46,327737,0.00
47,609958,16.10
