id,postal,crowd
1,544965,50.00
2,467352,50.00
3,678295,13.23
4,538776,21.85
5,129880,9.20
6,119963,50.00
7,237994,11.50
8,556083,50.00
9,048980,0.00
10,556694,3.45
11,238872,10.35
12,159682,6.90
13,689687,21.47
14,379131,22.23
15,519498,6.90
16,560629,6.90
17,649882,50.00
18,650153,13.80
19,670260,50.00
20,270043,50.00
21,757632,50.00
22,528833,50.00
23,797650,50.00
24,678278,11.50
25,609646,50.00
26,640501,23.00
27,730676,23.00
28,400301,13.80
29,640960,20.70
30,358361,27.60
31,550254,14.95
32,521201,9.20
33,529684,50.00
34,082001,21.85
35,310107,1.15
36,730303,34.50
37,680624,50.00
38,760926,50.00
39,760290,41.40
40,677738,50.00
41,544583,50.00
42,618495,20.13
43,529705,19.55
44,569734,50.00
45,319194,21.85
46,327737,50.00
47,609958,50.00
