id,postal,crowd
1,544965,19.93
2,467352,10.93
3,678295,17.25
4,538776,32.20
5,129880,34.50
6,119963,27.60
7,237994,6.90
8,556083,27.60
9,048980,23.00
10,556694,6.90
11,238872,17.25
12,159682,12.08
13,689687,24.92
14,379131,16.48
15,519498,18.40
16,560629,23.00
17,649882,12.65
18,650153,36.80
19,670260,12.65
20,270043,34.50
21,757632,10.35
22,528833,7.48
23,797650,17.25
24,678278,11.50
25,609646,32.20
26,640501,34.50
27,730676,25.88
28,400301,18.40
29,640960,26.45
30,358361,32.20
31,550254,21.85
32,521201,23.00
33,529684,52.90
34,082001,27.60
35,310107,13.80
36,730303,28.75
37,680624,18.98
38,760926,63.25
39,760290,43.70
40,677738,28.75
41,544583,23.00
42,618495,20.70
43,529705,18.40
44,569734,29.90
45,319194,23.00
46,327737,36.23
47,609958,22.43
