id,postal,crowd
1,544965,8.05
2,467352,31.63
3,678295,17.25
4,538776,47.53
5,129880,17.83
6,119963,5.75
7,237994,13.80
8,556083,23.00
9,048980,23.00
10,556694,1.15
11,238872,14.95
12,159682,8.05
13,689687,22.62
14,379131,8.05
15,519498,21.08
16,560629,26.45
17,649882,9.20
18,650153,34.50
19,670260,34.50
20,270043,46.00
21,757632,19.55
22,528833,21.85
23,797650,28.75
24,678278,11.50
25,609646,12.65
26,640501,46.00
27,730676,40.83
28,400301,6.90
29,640960,24.15
30,358361,40.25
31,550254,19.55
32,521201,17.25
33,529684,51.75
34,082001,31.05
35,310107,9.20
36,730303,23.00
37,680624,23.58
38,760926,64.40
39,760290,47.15
40,677738,23.00
41,544583,27.03
42,618495,13.80
43,529705,28.75
44,569734,13.80
45,319194,23.00
46,327737,23.00
47,609958,13.23
