id,postal,crowd
1,544965,13.80
2,467352,22.43
3,678295,13.23
4,538776,17.25
5,129880,10.35
6,119963,6.90
7,237994,21.85
8,556083,20.70
9,048980,20.70
10,556694,13.80
11,238872,14.95
12,159682,10.93
13,689687,15.72
14,379131,13.03
15,519498,10.73
16,560629,18.40
17,649882,18.40
18,650153,35.65
19,670260,20.70
20,270043,19.55
21,757632,17.25
22,528833,27.60
23,797650,12.65
24,678278,16.10
25,609646,19.55
26,640501,11.50
27,730676,23.00
28,400301,13.80
29,640960,16.10
30,358361,21.85
31,550254,10.35
32,521201,17.25
33,529684,33.35
34,082001,19.55
35,310107,5.75
36,730303,36.80
37,680624,15.53
38,760926,57.50
39,760290,37.95
40,677738,32.20
41,544583,9.20
42,618495,5.75
43,529705,33.35
44,569734,9.78
45,319194,28.75
46,327737,15.53
47,609958,8.05
