id,postal,crowd
1,544965,3.07
2,467352,5.75
3,678295,2.30
4,538776,19.17
5,129880,51.75
6,119963,0.00
7,237994,1.15
8,556083,28.75
9,048980,0.00
10,556694,3.45
11,238872,2.30
12,159682,2.30
13,689687,1.92
14,379131,5.75
15,519498,3.07
16,560629,37.95
17,649882,3.45
18,650153,11.50
19,670260,6.90
20,270043,21.85
21,757632,5.75
22,528833,5.75
23,797650,1.15
24,678278,0.00
25,609646,28.75
26,640501,23.00
27,730676,13.80
28,400301,5.75
29,640960,4.60
30,358361,11.50
31,550254,33.35
32,521201,5.75
33,529684,18.40
34,082001,13.80
35,310107,0.00
36,730303,5.75
37,680624,9.20
38,760926,18.40
39,760290,14.95
40,677738,1.15
41,544583,7.48
42,618495,28.18
43,529705,1.73
44,569734,29.90
45,319194,5.75
46,327737,0.58
47,609958,20.70
