id,postal,crowd
1,544965,8.43
2,467352,11.50
3,678295,0.00
4,538776,13.42
5,129880,50.60
6,119963,3.45
7,237994,3.45
8,556083,27.60
9,048980,4.60
10,556694,12.65
11,238872,8.05
12,159682,1.15
13,689687,3.83
14,379131,8.05
15,519498,2.68
16,560629,44.85
17,649882,1.15
18,650153,17.25
19,670260,4.60
20,270043,23.00
21,757632,10.35
22,528833,8.05
23,797650,0.00
24,678278,8.05
25,609646,18.40
26,640501,11.50
27,730676,11.50
28,400301,11.50
29,640960,1.15
30,358361,13.80
31,550254,33.35
32,521201,2.30
33,529684,13.80
34,082001,10.35
35,310107,3.45
36,730303,19.55
37,680624,9.20
38,760926,35.65
39,760290,16.10
40,677738,2.30
41,544583,1.15
42,618495,36.80
43,529705,6.90
44,569734,31.63
45,319194,0.00
46,327737,0.58
47,609958,15.53
