id,postal,crowd
1,544965,4.60
2,467352,27.60
3,678295,1.73
4,538776,12.27
5,129880,11.50
6,119963,0.00
7,237994,6.90
8,556083,50.00
9,048980,0.00
10,556694,50.00
11,238872,4.60
12,159682,0.00
13,689687,50.00
14,379131,13.80
15,519498,50.00
16,560629,21.85
17,649882,10.35
18,650153,50.00
19,670260,4.60
20,270043,10.35
21,757632,13.80
22,528833,20.13
23,797650,0.00
24,678278,50.00
25,609646,50.00
26,640501,17.25
27,730676,21.85
28,400301,20.70
29,640960,50.00
30,358361,11.50
31,550254,34.50
32,521201,11.50
33,529684,27.60
34,082001,17.25
35,310107,4.60
36,730303,43.70
37,680624,6.90
38,760926,40.25
39,760290,37.95
40,677738,50.00
41,544583,8.63
42,618495,3.45
43,529705,18.98
44,569734,13.80
45,319194,9.78
46,327737,10.35
47,609958,8.63
