id,postal,crowd
1,544965,34.88
2,467352,26.45
3,678295,29.33
4,538776,30.67
5,129880,60.38
6,119963,34.50
7,237994,12.65
8,556083,25.30
9,048980,5.75
10,556694,18.40
11,238872,14.95
12,159682,25.88
13,689687,31.82
14,379131,24.15
15,519498,28.75
16,560629,40.25
17,649882,48.30
18,650153,46.00
19,670260,25.30
20,270043,33.35
21,757632,34.50
22,528833,21.85
23,797650,43.70
24,678278,26.45
25,609646,28.75
26,640501,36.80
27,730676,39.68
28,400301,32.20
29,640960,35.65
30,358361,42.55
31,550254,37.95
32,521201,31.05
33,529684,40.25
34,082001,28.75
35,310107,6.90
36,730303,28.75
37,680624,22.43
38,760926,43.70
39,760290,50.60
40,677738,41.40
41,544583,24.73
42,618495,39.10
43,529705,18.40
44,569734,29.33
45,319194,20.13
46,327737,24.15
47,609958,23.58
