id,postal,crowd
1,544965,22.23
2,467352,36.80
3,678295,24.15
4,538776,50.00
5,129880,50.00
6,119963,50.00
7,237994,5.75
8,556083,50.00
9,048980,50.00
10,556694,14.95
11,238872,11.50
12,159682,50.00
13,689687,31.05
14,379131,20.70
15,519498,19.17
16,560629,51.75
17,649882,32.20
18,650153,50.00
19,670260,48.30
20,270043,50.00
21,757632,34.50
22,528833,25.30
23,797650,50.00
24,678278,50.00
25,609646,28.75
26,640501,64.40
27,730676,50.00
28,400301,34.50
29,640960,50.00
30,358361,32.20
31,550254,52.90
32,521201,50.00
33,529684,46.00
34,082001,43.70
35,310107,50.00
36,730303,39.10
37,680624,37.38
38,760926,58.65
39,760290,54.05
40,677738,33.35
41,544583,54.63
42,618495,37.38
43,529705,28.75
44,569734,32.78
45,319194,18.98
46,327737,20.13
47,609958,27.03
