id,postal,crowd
1,544965,10.35
2,467352,10.93
3,678295,0.58
4,538776,19.93
5,129880,25.30
6,119963,0.00
7,237994,0.00
8,556083,26.45
9,048980,0.00
10,556694,14.95
11,238872,14.95
12,159682,4.60
13,689687,3.83
14,379131,13.03
15,519498,2.68
16,560629,27.60
17,649882,8.05
18,650153,9.20
19,670260,10.35
20,270043,6.90
21,757632,2.30
22,528833,4.03
23,797650,5.75
24,678278,9.20
25,609646,28.75
26,640501,3.45
27,730676,9.20
28,400301,14.95
29,640960,11.50
30,358361,10.35
31,550254,29.90
32,521201,12.65
33,529684,16.10
34,082001,11.50
35,310107,1.15
36,730303,1.15
37,680624,8.63
38,760926,27.60
39,760290,26.45
40,677738,3.45
41,544583,1.15
42,618495,47.73
43,529705,2.88
44,569734,26.45
45,319194,0.00
46,327737,0.58
47,609958,12.08
