id,postal,crowd
1,544965,12.65
2,467352,50.00
3,678295,50.00
4,538776,31.43
5,129880,20.13
6,119963,21.85
7,237994,4.60
8,556083,50.00
9,048980,16.10
10,556694,6.90
11,238872,14.95
12,159682,9.20
13,689687,24.92
14,379131,16.10
15,519498,9.58
16,560629,9.20
17,649882,6.90
18,650153,16.10
19,670260,17.25
20,270043,50.00
21,757632,10.35
22,528833,25.88
23,797650,18.40
24,678278,11.50
25,609646,16.10
26,640501,8.05
27,730676,35.08
28,400301,19.55
29,640960,16.10
30,358361,33.35
31,550254,4.60
32,521201,34.50
33,529684,50.00
34,082001,27.60
35,310107,11.50
36,730303,40.25
37,680624,15.53
38,760926,35.65
39,760290,33.35
40,677738,23.00
41,544583,12.65
42,618495,6.33
43,529705,23.00
44,569734,11.50
45,319194,17.25
46,327737,21.28
47,609958,4.60
