id,postal,crowd
1,544965,6.52
2,467352,18.40
3,678295,0.00
4,538776,7.67
5,129880,6.90
6,119963,1.15
7,237994,4.60
8,556083,24.15
9,048980,1.15
10,556694,3.45
11,238872,5.75
12,159682,2.30
13,689687,5.37
14,379131,15.33
15,519498,2.30
16,560629,18.40
17,649882,2.30
18,650153,50.00
19,670260,50.00
20,270043,16.10
21,757632,4.60
22,528833,14.95
23,797650,50.00
24,678278,50.00
25,609646,11.50
26,640501,50.00
27,730676,16.10
28,400301,37.95
29,640960,8.05
30,358361,10.35
31,550254,46.00
32,521201,50.00
33,529684,20.70
34,082001,19.55
35,310107,1.15
36,730303,17.25
37,680624,8.63
38,760926,41.40
39,760290,35.65
40,677738,6.90
41,544583,2.88
42,618495,15.53
43,529705,13.80
44,569734,9.78
45,319194,2.88
46,327737,1.15
47,609958,13.80
