id,postal,crowd
1,544965,9.97
2,467352,29.90
3,678295,29.90
4,538776,4.60
5,129880,6.90
6,119963,9.20
7,237994,13.80
8,556083,1.15
9,048980,1.15
10,556694,2.30
11,238872,11.50
12,159682,1.15
13,689687,4.98
14,379131,15.33
15,519498,23.00
16,560629,6.90
17,649882,2.30
18,650153,17.25
19,670260,42.55
20,270043,5.75
21,757632,8.05
22,528833,22.43
23,797650,5.75
24,678278,23.00
25,609646,5.75
26,640501,8.05
27,730676,28.75
28,400301,2.30
29,640960,8.05
30,358361,34.50
31,550254,4.60
32,521201,43.70
33,529684,39.10
34,082001,23.00
35,310107,12.65
36,730303,42.55
37,680624,30.48
38,760926,0.00
39,760290,0.00
40,677738,40.25
41,544583,13.80
42,618495,5.75
43,529705,37.38
44,569734,3.45
45,319194,23.00
46,327737,22.43
47,609958,2.30
