id,postal,crowd
1,544965,11.12
2,467352,3.45
3,678295,2.30
4,538776,42.55
5,129880,35.65
6,119963,10.35
7,237994,1.15
8,556083,16.10
9,048980,0.00
10,556694,50.00
11,238872,0.00
12,159682,27.60
13,689687,5.75
14,379131,0.38
15,519498,1.92
16,560629,43.70
17,649882,14.95
18,650153,12.65
19,670260,50.00
20,270043,29.90
21,757632,2.30
22,528833,9.20
23,797650,1.15
24,678278,0.00
25,609646,16.10
26,640501,36.80
27,730676,11.50
28,400301,10.35
29,640960,6.90
30,358361,4.60
31,550254,12.65
32,521201,13.80
33,529684,50.00
34,082001,5.75
35,310107,5.75
36,730303,17.25
37,680624,0.58
38,760926,21.85
39,760290,17.25
40,677738,0.00
41,544583,13.80
42,618495,25.88
43,529705,6.90
44,569734,36.80
45,319194,50.00
46,327737,0.58
47,609958,20.13
