id,postal,crowd
1,544965,6.13
2,467352,6.33
3,678295,1.15
4,538776,24.92
5,129880,43.13
6,119963,3.45
7,237994,4.60
8,556083,25.30
9,048980,9.20
10,556694,11.50
11,238872,0.00
12,159682,0.00
13,689687,4.98
14,379131,7.67
15,519498,1.53
16,560629,37.95
17,649882,6.90
18,650153,14.95
19,670260,1.15
20,270043,25.30
21,757632,6.90
22,528833,1.73
23,797650,0.00
24,678278,8.05
25,609646,23.00
26,640501,42.55
27,730676,13.23
28,400301,16.10
29,640960,0.00
30,358361,6.90
31,550254,35.65
32,521201,11.50
33,529684,14.95
34,082001,10.35
35,310107,1.15
36,730303,8.05
37,680624,8.63
38,760926,27.60
39,760290,14.95
40,677738,0.00
41,544583,3.45
42,618495,18.98
43,529705,3.45
44,569734,31.63
45,319194,2.88
46,327737,2.88
47,609958,21.85
