id,postal,crowd
1,544965,5.37
2,467352,59.23
3,678295,8.63
4,538776,26.07
5,129880,16.10
6,119963,4.60
7,237994,9.20
8,556083,36.80
9,048980,0.00
10,556694,4.60
11,238872,6.90
12,159682,10.35
13,689687,19.55
14,379131,21.85
15,519498,12.27
16,560629,19.55
17,649882,13.80
18,650153,19.55
19,670260,13.80
20,270043,21.85
21,757632,27.60
22,528833,20.13
23,797650,13.80
24,678278,11.50
25,609646,14.95
26,640501,17.25
27,730676,47.15
28,400301,28.75
29,640960,20.70
30,358361,46.00
31,550254,21.85
32,521201,17.25
33,529684,27.60
34,082001,19.55
35,310107,8.05
36,730303,23.00
37,680624,20.13
38,760926,87.40
39,760290,52.90
40,677738,11.50
41,544583,46.00
42,618495,3.45
43,529705,37.38
44,569734,32.78
45,319194,23.00
46,327737,8.05
47,609958,11.50
