id,postal,crowd
1,544965,16.87
2,467352,53.48
3,678295,23.00
4,538776,34.50
5,129880,34.50
6,119963,13.80
7,237994,9.20
8,556083,21.85
9,048980,26.45
10,556694,11.50
11,238872,16.10
12,159682,36.23
13,689687,25.68
14,379131,8.82
15,519498,23.00
16,560629,31.05
17,649882,34.50
18,650153,49.45
19,670260,46.00
20,270043,48.30
21,757632,25.30
22,528833,15.53
23,797650,28.75
24,678278,18.40
25,609646,28.75
26,640501,52.90
27,730676,36.23
28,400301,32.20
29,640960,36.80
30,358361,24.15
31,550254,29.90
32,521201,51.75
33,529684,56.35
34,082001,34.50
35,310107,10.35
36,730303,46.00
37,680624,29.33
38,760926,66.70
39,760290,52.90
40,677738,32.20
41,544583,40.25
42,618495,27.60
43,529705,29.33
44,569734,32.20
45,319194,28.75
46,327737,29.33
47,609958,21.28
