id,postal,crowd
1,544965,50.00
2,467352,50.00
3,678295,50.00
4,538776,50.00
5,129880,50.00
6,119963,50.00
7,237994,50.00
8,556083,50.00
9,048980,50.00
10,556694,1000.00
11,238872,50.00
12,159682,50.00
13,689687,50.00
14,379131,50.00
15,519498,50.00
16,560629,34.50
17,649882,50.00
18,650153,19.55
19,670260,50.00
20,270043,50.00
21,757632,50.00
22,528833,50.00
23,797650,50.00
24,678278,50.00
25,609646,25.30
26,640501,34.50
27,730676,8.63
28,400301,6.90
29,640960,4.60
30,358361,12.65
31,550254,28.75
32,521201,50.00
33,529684,13.80
34,082001,6.90
35,310107,0.00
36,730303,5.75
37,680624,2.88
38,760926,24.15
39,760290,35.65
40,677738,50.00
41,544583,1.73
42,618495,23.58
43,529705,5.75
44,569734,39.10
45,319194,3.45
46,327737,1.73
47,609958,13.23
