id,postal,crowd
1,544965,5.37
2,467352,14.38
3,678295,4.60
4,538776,50.00
5,129880,5.75
6,119963,5.75
7,237994,4.60
8,556083,34.50
9,048980,3.45
10,556694,50.00
11,238872,9.20
12,159682,0.00
13,689687,1.92
14,379131,12.65
15,519498,6.90
16,560629,20.70
17,649882,0.00
18,650153,50.00
19,670260,50.00
20,270043,0.00
21,757632,16.10
22,528833,17.83
23,797650,9.20
24,678278,50.00
25,609646,5.75
26,640501,12.65
27,730676,12.65
28,400301,13.80
29,640960,50.00
30,358361,11.50
31,550254,35.65
32,521201,11.50
33,529684,17.25
34,082001,32.20
35,310107,3.45
36,730303,11.50
37,680624,4.60
38,760926,50.00
39,760290,26.45
40,677738,2.30
41,544583,3.45
42,618495,16.68
43,529705,14.95
44,569734,11.50
45,319194,1.73
46,327737,0.00
47,609958,9.20
