id,postal,crowd
1,544965,4.60
2,467352,10.93
3,678295,29.90
4,538776,7.67
5,129880,3.45
6,119963,10.35
7,237994,6.90
8,556083,1.15
9,048980,2.30
10,556694,1.15
11,238872,16.10
12,159682,3.45
13,689687,8.05
14,379131,13.42
15,519498,24.92
16,560629,5.75
17,649882,2.30
18,650153,14.95
19,670260,42.55
20,270043,3.45
21,757632,17.25
22,528833,27.60
23,797650,1.15
24,678278,11.50
25,609646,2.30
26,640501,3.45
27,730676,30.48
28,400301,2.30
29,640960,2.30
30,358361,29.90
31,550254,1.15
32,521201,46.00
33,529684,28.75
34,082001,5.75
35,310107,18.40
36,730303,51.75
37,680624,14.95
38,760926,2.30
39,760290,0.00
40,677738,48.30
41,544583,6.90
42,618495,7.48
43,529705,31.05
44,569734,4.60
45,319194,17.25
46,327737,36.80
47,609958,1.73
