id,postal,crowd
1,544965,7.28
2,467352,2.30
3,678295,0.00
4,538776,30.67
5,129880,20.70
6,119963,12.65
7,237994,0.00
8,556083,25.30
9,048980,0.00
10,556694,9.20
11,238872,2.30
12,159682,10.93
13,689687,3.45
14,379131,4.60
15,519498,1.53
16,560629,52.90
17,649882,18.40
18,650153,0.00
19,670260,0.00
20,270043,27.60
21,757632,8.05
22,528833,5.18
23,797650,29.90
24,678278,0.00
25,609646,20.70
26,640501,26.45
27,730676,8.05
28,400301,0.00
29,640960,16.10
30,358361,12.65
31,550254,11.50
32,521201,9.20
33,529684,0.00
34,082001,11.50
35,310107,3.45
36,730303,6.90
37,680624,4.60
38,760926,39.10
39,760290,14.95
40,677738,1.15
41,544583,1.15
42,618495,14.38
43,529705,5.18
44,569734,21.28
45,319194,3.45
46,327737,2.30
47,609958,4.60
