id,postal,crowd
1,544965,31.05
2,467352,30.48
3,678295,23.00
4,538776,34.50
5,129880,46.00
6,119963,21.85
7,237994,18.40
8,556083,18.40
9,048980,24.15
10,556694,9.20
11,238872,18.40
12,159682,23.58
13,689687,24.15
14,379131,21.08
15,519498,23.77
16,560629,43.70
17,649882,35.65
18,650153,48.30
19,670260,26.45
20,270043,29.90
21,757632,31.05
22,528833,12.65
23,797650,21.85
24,678278,25.30
25,609646,26.45
26,640501,46.00
27,730676,34.50
28,400301,29.90
29,640960,31.05
30,358361,57.50
31,550254,32.20
32,521201,17.25
33,529684,29.90
34,082001,28.75
35,310107,19.55
36,730303,32.20
37,680624,24.15
38,760926,57.50
39,760290,57.50
40,677738,43.70
41,544583,47.15
42,618495,29.33
43,529705,8.63
44,569734,24.73
45,319194,28.75
46,327737,39.10
47,609958,19.55
