id,postal,crowd
1,544965,10.73
2,467352,0.00
3,678295,39.68
4,538776,11.50
5,129880,9.20
6,119963,13.80
7,237994,11.50
8,556083,0.00
9,048980,9.20
10,556694,3.45
11,238872,11.50
12,159682,4.60
13,689687,23.00
14,379131,4.22
15,519498,31.05
16,560629,16.10
17,649882,11.50
18,650153,55.20
19,670260,34.50
20,270043,4.60
21,757632,3.45
22,528833,18.40
23,797650,94.30
24,678278,18.40
25,609646,23.00
26,640501,18.40
27,730676,0.00
28,400301,3.45
29,640960,17.25
30,358361,0.00
31,550254,3.45
32,521201,55.20
33,529684,51.75
34,082001,29.90
35,310107,1.15
36,730303,13.80
37,680624,25.88
38,760926,9.20
39,760290,1.15
40,677738,24.15
41,544583,52.90
42,618495,7.48
43,529705,45.43
44,569734,1.73
45,319194,37.95
46,327737,29.90
47,609958,0.58
