id,postal,crowd
1,544965,14.18
2,467352,22.43
3,678295,1.15
4,538776,34.50
5,129880,35.65
6,119963,11.50
7,237994,3.45
8,556083,23.00
9,048980,1.15
10,556694,1.15
11,238872,0.00
12,159682,27.60
13,689687,6.90
14,379131,6.13
15,519498,7.67
16,560629,41.40
17,649882,34.50
18,650153,17.25
19,670260,0.00
20,270043,50.00
21,757632,50.00
22,528833,20.70
23,797650,17.25
24,678278,0.00
25,609646,21.85
26,640501,41.40
27,730676,17.25
28,400301,6.90
29,640960,50.00
30,358361,19.55
31,550254,34.50
32,521201,11.50
33,529684,4.60
34,082001,0.00
35,310107,50.00
36,730303,0.00
37,680624,2.88
38,760926,54.05
39,760290,34.50
40,677738,0.00
41,544583,6.33
42,618495,41.98
43,529705,12.08
44,569734,27.60
45,319194,0.00
46,327737,2.88
47,609958,50.00
