id,postal,crowd
1,544965,11.88
2,467352,7.48
3,678295,1.15
4,538776,35.65
5,129880,23.00
6,119963,17.25
7,237994,2.30
8,556083,17.25
9,048980,0.00
10,556694,1.15
11,238872,0.00
12,159682,25.88
13,689687,1.53
14,379131,1.92
15,519498,0.00
16,560629,34.50
17,649882,35.65
18,650153,34.50
19,670260,0.00
20,270043,24.15
21,757632,17.25
22,528833,1.73
23,797650,36.80
24,678278,0.00
25,609646,20.70
26,640501,32.20
27,730676,12.08
28,400301,10.35
29,640960,21.85
30,358361,14.95
31,550254,14.95
32,521201,1.15
33,529684,11.50
34,082001,8.05
35,310107,1.15
36,730303,5.75
37,680624,2.88
38,760926,11.50
39,760290,20.70
40,677738,3.45
41,544583,4.60
42,618495,31.63
43,529705,5.75
44,569734,34.50
45,319194,0.00
46,327737,0.00
47,609958,23.00
