id,postal,crowd
1,544965,2.68
2,467352,46.00
3,678295,2.30
4,538776,34.50
5,129880,26.45
6,119963,5.75
7,237994,2.30
8,556083,26.45
9,048980,4.60
10,556694,64.40
11,238872,0.00
12,159682,14.95
13,689687,11.88
14,379131,7.28
15,519498,8.05
16,560629,54.05
17,649882,1.15
18,650153,2.30
19,670260,0.00
20,270043,50.00
21,757632,19.55
22,528833,21.85
23,797650,0.00
24,678278,50.00
25,609646,27.60
26,640501,34.50
27,730676,29.90
28,400301,23.00
29,640960,50.00
30,358361,26.45
31,550254,64.40
32,521201,11.50
33,529684,20.70
34,082001,19.55
35,310107,2.30
36,730303,8.05
37,680624,1.73
38,760926,79.35
39,760290,49.45
40,677738,0.00
41,544583,0.00
42,618495,40.25
43,529705,17.25
44,569734,36.23
45,319194,9.20
46,327737,2.88
47,609958,25.30
