id,postal,crowd
1,544965,6.90
2,467352,4.03
3,678295,27.60
4,538776,3.45
5,129880,1.15
6,119963,9.20
7,237994,8.05
8,556083,3.45
9,048980,1.15
10,556694,4.60
11,238872,6.90
12,159682,2.88
13,689687,10.73
14,379131,3.83
15,519498,8.43
16,560629,10.35
17,649882,0.00
18,650153,26.45
19,670260,25.30
20,270043,3.45
21,757632,0.00
22,528833,13.80
23,797650,20.70
24,678278,9.20
25,609646,6.90
26,640501,8.05
27,730676,0.00
28,400301,5.75
29,640960,10.35
30,358361,2.30
31,550254,6.90
32,521201,26.45
33,529684,43.70
34,082001,17.25
35,310107,9.20
36,730303,4.60
37,680624,9.20
38,760926,0.00
39,760290,0.00
40,677738,18.40
41,544583,16.10
42,618495,3.45
43,529705,28.18
44,569734,1.15
45,319194,11.50
46,327737,17.25
47,609958,2.30
