id,postal,crowd
1,544965,3.07
2,467352,5.18
3,678295,20.70
4,538776,4.98
5,129880,0.58
6,119963,2.30
7,237994,1.15
8,556083,1.15
9,048980,0.00
10,556694,4.60
11,238872,11.50
12,159682,0.00
13,689687,4.60
14,379131,3.83
15,519498,7.67
16,560629,10.35
17,649882,8.05
18,650153,19.55
19,670260,13.80
20,270043,1.15
21,757632,0.00
22,528833,25.88
23,797650,11.50
24,678278,11.50
25,609646,0.00
26,640501,3.45
27,730676,28.75
28,400301,6.90
29,640960,4.60
30,358361,28.75
31,550254,2.30
32,521201,20.70
33,529684,35.65
34,082001,9.20
35,310107,8.05
36,730303,33.35
37,680624,15.53
38,760926,0.00
39,760290,0.00
40,677738,41.40
41,544583,1.73
42,618495,2.30
43,529705,35.65
44,569734,0.58
45,319194,34.50
46,327737,18.98
47,609958,1.73
