id,postal,crowd
1,544965,5.37
2,467352,15.53
3,678295,1.73
4,538776,24.92
5,129880,40.25
6,119963,10.35
7,237994,5.75
8,556083,26.45
9,048980,2.30
10,556694,17.25
11,238872,3.45
12,159682,5.75
13,689687,1.53
14,379131,3.83
15,519498,1.15
16,560629,32.20
17,649882,11.50
18,650153,10.35
19,670260,3.45
20,270043,13.80
21,757632,4.60
22,528833,8.05
23,797650,0.00
24,678278,1.15
25,609646,16.10
26,640501,34.50
27,730676,16.68
28,400301,8.05
29,640960,1.15
30,358361,8.05
31,550254,28.75
32,521201,6.90
33,529684,20.70
34,082001,17.25
35,310107,13.80
36,730303,8.05
37,680624,4.60
38,760926,36.80
39,760290,14.95
40,677738,1.15
41,544583,1.73
42,618495,28.75
43,529705,1.15
44,569734,35.65
45,319194,0.00
46,327737,4.60
47,609958,16.68
