id,postal,crowd
1,544965,17.63
2,467352,16.68
3,678295,21.85
4,538776,4.98
5,129880,2.30
6,119963,5.75
7,237994,9.20
8,556083,2.30
9,048980,1.15
10,556694,1.15
11,238872,2.30
12,159682,5.18
13,689687,12.27
14,379131,13.42
15,519498,20.32
16,560629,10.35
17,649882,13.80
18,650153,17.25
19,670260,31.05
20,270043,6.90
21,757632,9.20
22,528833,24.15
23,797650,19.55
24,678278,17.25
25,609646,6.90
26,640501,16.10
27,730676,31.05
28,400301,2.30
29,640960,12.65
30,358361,11.50
31,550254,1.15
32,521201,52.90
33,529684,32.20
34,082001,17.25
35,310107,27.60
36,730303,34.50
37,680624,13.80
38,760926,2.30
39,760290,1.15
40,677738,43.70
41,544583,8.05
42,618495,9.20
43,529705,34.50
44,569734,5.75
45,319194,28.75
46,327737,23.00
47,609958,1.73
